# cycle och pass data
20526 10 1 -3223983337
20527 11 1 253206650
20528 12 1 -643851004
20529 13 1 2775584491
20530 14 1 -1831765286
20531 15 1 -1509548385
20536 0 1 -6260391936
20537 1 1 -293695198
20538 2 1 -617338390
20539 3 1 2646431903
20540 4 1 1803339536
20541 5 1 -3169443939
20542 6 1 -2933815922
20543 7 1 -3123369277
20544 8 1 -753960925
20545 9 1 -1882986256
20546 10 1 -954942174
20547 11 1 1360226536
20548 12 1 1146781053
20549 13 1 1963998824
20550 14 1 -1298918656
20551 15 1 16585765
20556 0 1 -2003271680
20557 1 1 2738478839
20558 2 1 -396703201
20559 3 1 1533580128
20560 4 1 251050508
20561 5 1 -1404398137
20562 6 1 -1156126861
20563 7 1 -532365417
20564 8 1 -148609888
20565 9 1 -891516903
20566 10 1 197399624
20567 11 1 -1562100374
20568 12 1 3495382330
20569 13 1 1580917670
20570 14 1 -2349968451
20571 15 1 4877664874
20576 0 1 1551859712
20577 1 1 489498240
20578 2 1 -608542025
20579 3 1 -2269177195
20580 4 1 668774092
20581 5 1 3883678556
20582 6 1 159612210
20583 7 1 -691521695
20584 8 1 -2261657691
20585 9 1 -534177827
20586 10 1 1469195979
20587 11 1 -1938482157
20588 12 1 1616594075
20589 13 1 -583991649
20590 14 1 -149624692
20591 15 1 1542070495
20596 0 1 -792920064
20597 1 1 -557480485
20598 2 1 -753890285
20599 3 1 -504507139
20600 4 1 -1191487952
20601 5 1 67903505
20602 6 1 3918400535
20603 7 1 1885930162
20604 8 1 -1954951839
20605 9 1 -1343348811
20606 10 1 1375780867
20607 11 1 1287981487
20608 12 1 394791587
20609 13 1 2100749911
20610 14 1 -397533716
20611 15 1 -32402530
20616 0 1 -1479442432
20617 1 1 -1522251163
20618 2 1 -946740329
20619 3 1 1615977454
20620 4 1 -2848070983
20621 5 1 3896387757
20622 6 1 -1406175597
20623 7 1 -1572982279
20624 8 1 279031344
20625 9 1 2767668693
20626 10 1 2124561536
20627 11 1 2483108875
20628 12 1 -3947978214
20629 13 1 -2161644012
20630 14 1 -2137108549
20631 15 1 1603085170
20636 0 1 89718784
20637 1 1 2934391631
20638 2 1 -838388225
20639 3 1 -1002554476
20640 4 1 -2405026358
20641 5 1 -2045339902
20642 6 1 -487125030
20643 7 1 1750105678
20644 8 1 -535945894
20645 9 1 -1957542649
20646 10 1 -33185353
20647 11 1 537008031
20648 12 1 -171893779
20649 13 1 3019716325
20650 14 1 -2193194966
20651 15 1 906507019
20656 0 1 3308978176
20657 1 1 623839576
20658 2 1 -899732879
20659 3 1 -646266711
20660 4 1 1926278573
20661 5 1 -118456129
20662 6 1 1464056753
20663 7 1 3847790794
20664 8 1 4629235527
20665 9 1 -2034121767
20666 10 1 -698662602
20667 11 1 9017250
20668 12 1 995519074
20669 13 1 -492837480
20670 14 1 597886384
20671 15 1 2099727206
20676 0 1 2658697216
20677 1 1 -2680663360
20678 2 1 2548182078
20679 3 1 49791098
20680 4 1 -938217014
20681 5 1 442957767
20682 6 1 1795019346
20683 7 1 2495204454
20684 8 1 -1147467190
20685 9 1 3425740517
20686 10 1 -1430365181
20687 11 1 3300442716
20688 12 1 -50500546
20689 13 1 -507814857
20690 14 1 -2658025244
20691 15 1 -8723353
20696 0 1 -125435904
20697 1 1 -865072828
20698 2 1 -496304230
20699 3 1 1419599905
20700 4 1 -1349121435
20701 5 1 -1661604658
20702 6 1 -2104327939
20703 7 1 -1649762514
20704 8 1 -131396958
20705 9 1 -2555354319
20706 10 1 -2404093737
20707 11 1 -314052161
20708 12 1 -957464371
20709 13 1 4429059414
20710 14 1 3138853676
20711 15 1 1238248969
20716 0 1 -887324672
20717 1 1 1495797506
20718 2 1 -3419394904
20719 3 1 -97022937
20720 4 1 1491961402
20721 5 1 -973840593
20722 6 1 -2576271773
20723 7 1 -2640748185
20724 8 1 -2236976610
20725 9 1 -1862065363
20726 10 1 -910278065
20727 11 1 -1342169347
20728 12 1 3563386188
20729 13 1 -1177574180
20730 14 1 5885984667
20731 15 1 -378695253
20736 0 1 1456308224
20737 1 1 -1530095208
20738 2 1 -3764438283
20739 3 1 2828733999
20740 4 1 -927231288
20741 5 1 758469579
20742 6 1 1524642548
20743 7 1 -54375239
20744 8 1 -3533832923
20745 9 1 1550720392
20746 10 1 2647561268
20747 11 1 -1211451181
20748 12 1 -1201292774
20749 13 1 -2991571337
20750 14 1 -1446874854
20751 15 1 -659018512
20756 0 1 1045233664
20757 1 1 -1842199790
20758 2 1 2821936789
20759 3 1 1006834872
20760 4 1 -100357003
20761 5 1 -1850560243
20762 6 1 -2862427798
20763 7 1 -3787068051
20764 8 1 1309866598
20765 9 1 -627507075
20766 10 1 459571449
20767 11 1 -280369407
20768 12 1 -2543220721
20769 13 1 -1902141222
20770 14 1 -2311028252
20771 15 1 -2151477212
20776 0 1 1784578048
20777 1 1 -2386849647
20778 2 1 2159764192
20779 3 1 2309366315
20780 4 1 457938088
20781 5 1 -1944017948
20782 6 1 38933566
20783 7 1 -1299473447
20784 8 1 2889125991
20785 9 1 957811554
20786 10 1 -1745902155
20787 11 1 -1872816402
20788 12 1 -1181796336
20789 13 1 -1708212936
20790 14 1 -2490971188
20791 15 1 823104548
20796 0 1 -1813348352
20797 1 1 -2557024854
20798 2 1 50857271
20799 3 1 670791229
20800 4 1 562241852
20801 5 1 -2308914204
20802 6 1 2762284786
20803 7 1 1253719855
20804 8 1 1537341589
20805 9 1 -2282113841
20806 10 1 -282685435
20807 11 1 1749150940
20808 12 1 -741309596
20809 13 1 228168446
20810 14 1 -1991211421
20811 15 1 -839347507
20816 0 1 -3436609536
20817 1 1 -406239011
20818 2 1 -824065124
20819 3 1 944213466
20820 4 1 1390660209
20821 5 1 -1992260743
20822 6 1 -557018251
20823 7 1 322695775
20824 8 1 1365253339
20825 9 1 -750272217
20826 10 1 47930727
20827 11 1 554862654
20828 12 1 1931261141
20829 13 1 519093106
20830 14 1 2762780412
20831 15 1 -1073206788
20838 0 1 -2815721472
20839 1 1 1159828270
20840 2 1 64530320
20841 3 1 879765950
20842 4 1 -4457443499
20843 5 1 1095609982
20844 6 1 -2397431826
20845 7 1 -2319388468
20846 8 1 -754914446
20847 9 1 1987845678
20848 10 1 113413445
20849 11 1 -432759305
20850 12 1 -488119722
20851 13 1 2843391274
20852 14 1 1277669883
20853 15 1 3824811031
20858 0 1 -3243737088
20859 1 1 4822083131
20860 2 1 -266334295
20861 3 1 -3243042010
20862 4 1 -2961055038
20863 5 1 1270269597
20864 6 1 2471557848
20865 7 1 -3058343065
20866 8 1 -305154325
20867 9 1 -4692601737
20868 10 1 -138895404
20869 11 1 -1859122666
20870 12 1 -2282255397
20871 13 1 895930584
20872 14 1 2504271152
20873 15 1 1513819718
20878 0 1 72646656
20879 1 1 1028305385
20880 2 1 -3004664866
20881 3 1 226317466
20882 4 1 -51220517
20883 5 1 2664250844
20884 6 1 118441144
20885 7 1 1345805817
20886 8 1 -1833641047
20887 9 1 288035051
20888 10 1 786637699
20889 11 1 -3149935779
20890 12 1 2744894994
20891 13 1 490361556
20892 14 1 1999994239
20893 15 1 3993351203
20898 0 1 -4358995968
20899 1 1 -1448946405
20900 2 1 494588596
20901 3 1 -1491059058
20902 4 1 -2512785872
20903 5 1 -2381116280
20904 6 1 4073478591
20905 7 1 -27595998
20906 8 1 -3441705557
20907 9 1 -2198111696
20908 10 1 337204292
20909 11 1 1175793525
20910 12 1 -909890616
20911 13 1 740194913
20912 14 1 3458366119
20913 15 1 -3612213401
20918 0 1 -2861563904
20919 1 1 -287318304
20920 2 1 -1906552223
20921 3 1 2714126321
20922 4 1 -918278300
20923 5 1 1339816865
20924 6 1 2123438972
20925 7 1 -1446180014
20926 8 1 -1814509200
20927 9 1 196300294
20928 10 1 364408305
20929 11 1 2008946368
20930 12 1 -5338498508
20931 13 1 312603055
20932 14 1 -793361834
20933 15 1 -822435989
20938 0 1 -2034204672
20939 1 1 470741531
20940 2 1 -1947091794
20941 3 1 1406683405
20942 4 1 -1957830013
20943 5 1 908834239
20944 6 1 -4601366573
20945 7 1 109304391
20946 8 1 289504391
20947 9 1 1687036634
20948 10 1 -389443772
20949 11 1 3009696655
20950 12 1 -1173949380
20951 13 1 354076773
20952 14 1 -679654406
20953 15 1 3625221217
20958 0 1 822706176
20959 1 1 3102794642
20960 2 1 -154697097
20961 3 1 -853380994
20962 4 1 -4316435969
20963 5 1 -1687942970
20964 6 1 1440546976
20965 7 1 1366650407
20966 8 1 3428259802
20967 9 1 -2131812954
20968 10 1 -1004427924
20969 11 1 2733458964
20970 12 1 1421003148
20971 13 1 146677092
20972 14 1 995871273
20973 15 1 2347927520
20978 0 1 -2831974400
20979 1 1 -940906581
20980 2 1 455902728
20981 3 1 -427243387
20982 4 1 -820388098
20983 5 1 1218946045
20984 6 1 3289039770
20985 7 1 2501558738
20986 8 1 3257092697
20987 9 1 91562983
20988 10 1 -1240653548
20989 11 1 -1329630723
20990 12 1 1325048509
20991 13 1 757272460
20992 14 1 2521267115
20993 15 1 1143271539
20998 0 1 -8124170240
20999 1 1 -518706497
21000 2 1 517382903
21001 3 1 -407875080
21002 4 1 -719548334
21003 5 1 -1181019749
21004 6 1 184737080
21005 7 1 -481541333
21006 8 1 -2124803444
21007 9 1 -2611983073
21008 10 1 343061436
21009 11 1 -388590456
21010 12 1 100530035
21011 13 1 4391251794
21012 14 1 2624221805
21013 15 1 -1214354102
21018 0 1 -6504677376
21019 1 1 -788091424
21020 2 1 -948809651
21021 3 1 -621821667
21022 4 1 -1118637319
21023 5 1 -2603936161
21024 6 1 -703674916
21025 7 1 1279225411
21026 8 1 -3342761370
21027 9 1 -1610569124
21028 10 1 1426831626
21029 11 1 -1261095079
21030 12 1 780002188
21031 13 1 -14129508
21032 14 1 3135840706
21033 15 1 413408994
21038 0 1 -3209166848
21039 1 1 1887423159
21040 2 1 157769006
21041 3 1 825224178
21042 4 1 -1262555901
21043 5 1 -2350446173
21044 6 1 -672013485
21045 7 1 -2802000756
21046 8 1 -1407966480
21047 9 1 -678221827
21048 10 1 -2716897732
21049 11 1 -1772003108
21050 12 1 -1334853480
21051 13 1 -1220875616
21052 14 1 2496449594
21053 15 1 2084973273
21058 0 1 1815248896
21059 1 1 2120517003
21060 2 1 -1569680116
21061 3 1 -612859353
21062 4 1 2780117666
21063 5 1 2015810258
21064 6 1 -1822690092
21065 7 1 -1208007281
21066 8 1 -380914665
21067 9 1 1256944915
21068 10 1 824926642
21069 11 1 346390553
21070 12 1 1948340554
21071 13 1 -2300784500
21072 14 1 1918397423
21073 15 1 -379719386
21078 0 1 -916160512
21079 1 1 478068401
21080 2 1 957496805
21081 3 1 -1224862136
21082 4 1 -2353951965
21083 5 1 -79613019
21084 6 1 4175295760
21085 7 1 1933684021
21086 8 1 1902498118
21087 9 1 -282933216
21088 10 1 1471552583
21089 11 1 -1216227056
21090 12 1 449177747
21091 13 1 -2034943751
21092 14 1 2391567999
21093 15 1 -1936442381
21098 0 1 -1326350336
21099 1 1 -1552962070
21100 2 1 4228893037
21101 3 1 -511429909
21102 4 1 -217834823
21103 5 1 -899348632
21104 6 1 2697258400
21105 7 1 -215031021
21106 8 1 -2015427480
21107 9 1 -12409293
21108 10 1 -350394047
21109 11 1 -376420423
21110 12 1 -3423214428
21111 13 1 -466763705
21112 14 1 -2341805782
21113 15 1 -3737480613
21118 0 1 -2475655168
21119 1 1 -1809297707
21120 2 1 -1162069246
21121 3 1 2963544372
21122 4 1 1833290857
21123 5 1 -2590541533
21124 6 1 -221226520
21125 7 1 -1650769583
21126 8 1 -675281711
21127 9 1 -2354963039
21128 10 1 -2128443314
21129 11 1 -1530805744
21130 12 1 -2743324463
21131 13 1 779657165
21132 14 1 -446019961
21133 15 1 973235240
21138 0 1 1224704000
21139 1 1 -675707230
21140 2 1 -2246190943
21141 3 1 2359231863
21142 4 1 5715422
21143 5 1 -1015947111
21144 6 1 -3678102642
21145 7 1 -1212336021
21146 8 1 -1362607551
21147 9 1 924559147
21148 10 1 -1504034623
21149 11 1 2210455355
21150 12 1 3473106338
21151 13 1 -283024289
21152 14 1 3403996761
21153 15 1 -54166436
21158 0 1 227737600
21159 1 1 1214105270
21160 2 1 -4245319316
21161 3 1 1302977444
21162 4 1 -2260025025
21163 5 1 -974700097
21164 6 1 1862411469
21165 7 1 -827798014
21166 8 1 -3971216833
21167 9 1 -707611206
21168 10 1 -968139586
21169 11 1 1844670347
21170 12 1 2896490021
21171 13 1 1777008685
21172 14 1 3082627903
21173 15 1 -1007915967
21178 0 1 -1523482624
21179 1 1 1185435961
21180 2 1 -1753197856
21181 3 1 903833848
21182 4 1 -918900835
21183 5 1 3431968385
21184 6 1 1627149960
21185 7 1 913392419
21186 8 1 -2451123137
21187 9 1 -2499896872
21188 10 1 3176327316
21189 11 1 481854833
21190 12 1 163897440
21191 13 1 1894875692
21192 14 1 2820960875
21193 15 1 -3021876900
21198 0 1 -3226861568
21199 1 1 -1459797895
21200 2 1 -734163595
21201 3 1 1370569638
21202 4 1 -1859587958
21203 5 1 1100213453
21204 6 1 -1279770301
21205 7 1 454089458
21206 8 1 -297910262
21207 9 1 3199193487
21208 10 1 1194614978
21209 11 1 578618708
21210 12 1 -956962700
21211 13 1 -1591704989
21212 14 1 -785176509
21213 15 1 2275936419
21218 0 1 198082560
21219 1 1 2574675330
21220 2 1 599886967
21221 3 1 -1477747754
21222 4 1 -3403554293
21223 5 1 1477636683
21224 6 1 557098005
21225 7 1 -596622164
21226 8 1 297256724
21227 9 1 791275064
21228 10 1 -597893460
21229 11 1 720489935
21230 12 1 -4793915756
21231 13 1 662725853
21232 14 1 -4314773560
21233 15 1 -221941676
21238 0 1 -34668544
21239 1 1 -112361777
21240 2 1 597150948
21241 3 1 -1065988558
21242 4 1 491862115
21243 5 1 -3081293240
21244 6 1 1231255720
21245 7 1 5019036771
21246 8 1 1643963803
21247 9 1 -2705729960
21248 10 1 -596891958
21249 11 1 2674814425
21250 12 1 2355988790
21251 13 1 2651377472
21252 14 1 -1463707769
21253 15 1 1793031230
21258 0 1 -242876416
21259 1 1 -3176430445
21260 2 1 -672006618
21261 3 1 1682159562
21262 4 1 -1019022176
21263 5 1 -943108729
21264 6 1 2503395826
21265 7 1 2867906831
21266 8 1 -413149874
21267 9 1 804472371
21268 10 1 41830727
21269 11 1 2920333120
21270 12 1 780849616
21271 13 1 -243875242
21272 14 1 119163341
21273 15 1 -1234939374
21278 0 1 -3380477952
21279 1 1 1813755137
21280 2 1 -824320867
21281 3 1 -2107786688
21282 4 1 550842071
21283 5 1 -1442284830
21284 6 1 -1134392849
21285 7 1 2467804358
21286 8 1 1590140266
21287 9 1 -2536906184
21288 10 1 -1706276276
21289 11 1 1250037821
21290 12 1 2765123730
21291 13 1 3752455604
21292 14 1 1539934902
21293 15 1 -504673536
21298 0 1 -3322806272
21299 1 1 3505871359
21300 2 1 -790627274
21301 3 1 -962784453
21302 4 1 153297388
21303 5 1 1295866691
21304 6 1 -1553216662
21305 7 1 2411489111
21306 8 1 -903990246
21307 9 1 760094825
21308 10 1 -187055316
21309 11 1 -619357997
21310 12 1 6164428370
21311 13 1 -303918521
21312 14 1 1932167168
21313 15 1 2737667572
21320 0 1 -4054974464
21321 1 1 -360734091
21322 2 1 2686238806
21323 3 1 -4063930614
21324 4 1 562373460
21325 5 1 -259103273
21326 6 1 5670347605
21327 7 1 2238850242
21328 8 1 -2071272772
21329 9 1 -3476415270
21330 10 1 1291237008
21331 11 1 856623738
21332 12 1 -4014586555
21333 13 1 1874096530
21334 14 1 1875927428
21335 15 1 -4450687949
21340 0 1 -4126310400
21341 1 1 -1172119018
21342 2 1 773277902
21343 3 1 -449188062
21344 4 1 1200221616
21345 5 1 1033812002
21346 6 1 -1973892180
21347 7 1 -230573791
21348 8 1 619216394
21349 9 1 3305458371
21350 10 1 -525912640
21351 11 1 956193121
21352 12 1 -2228059761
21353 13 1 -3481119137
21354 14 1 421572496
21355 15 1 1015615573
21360 0 1 -2199486464
21361 1 1 2510908993
21362 2 1 773814358
21363 3 1 92684416
21364 4 1 -157715762
21365 5 1 -1076080265
21366 6 1 -798339063
21367 7 1 -3103236058
21368 8 1 347402813
21369 9 1 -427679330
21370 10 1 -361814380
21371 11 1 -215625616
21372 12 1 -2779866083
21373 13 1 -692522148
21374 14 1 -1848140547
21375 15 1 -1907973895
21380 0 1 -3870162944
21381 1 1 -4120806358
21382 2 1 2228096503
21383 3 1 -708151775
21384 4 1 852860337
21385 5 1 -393612464
21386 6 1 2749496944
21387 7 1 1915349573
21388 8 1 5242549703
21389 9 1 556851306
21390 10 1 -577439562
21391 11 1 -2050741495
21392 12 1 -1512229420
21393 13 1 -690090210
21394 14 1 1105869906
21395 15 1 -606843837
21400 0 1 -4485545984
21401 1 1 435466067
21402 2 1 4982666551
21403 3 1 -591357257
21404 4 1 579844458
21405 5 1 -1552450613
21406 6 1 -502438692
21407 7 1 -3177662999
21408 8 1 -488613084
21409 9 1 694884026
21410 10 1 -980236413
21411 11 1 -2081550489
21412 12 1 -3968649687
21413 13 1 1310470669
21414 14 1 -1892665746
21415 15 1 -4275700660
21420 0 1 -2893316096
21421 1 1 -4017114633
21422 2 1 -2660786350
21423 3 1 1657192526
21424 4 1 3448775664
21425 5 1 -3614544012
21426 6 1 451142287
21427 7 1 -334036814
21428 8 1 -2909268893
21429 9 1 -3346555550
21430 10 1 -55228623
21431 11 1 -787081658
21432 12 1 -2945548157
21433 13 1 1051577738
21434 14 1 -3618323741
21435 15 1 -445229785
21440 0 1 -527695872
21441 1 1 -2135580735
21442 2 1 -869611689
21443 3 1 1094233807
21444 4 1 -501074179
21445 5 1 -3600971341
21446 6 1 -1963962358
21447 7 1 1273401866
21448 8 1 890035412
21449 9 1 -112969624
21450 10 1 -2296860733
21451 11 1 2323878365
21452 12 1 2862542065
21453 13 1 -201687802
21454 14 1 1527692696
21455 15 1 468287394
21460 0 1 -2768175104
21461 1 1 60614912
21462 2 1 1701690574
21463 3 1 172042542
21464 4 1 -2398209114
21465 5 1 -839065418
21466 6 1 -642946697
21467 7 1 -947119051
21468 8 1 -2414642695
21469 9 1 2854361343
21470 10 1 -1592966859
21471 11 1 1171924876
21472 12 1 2264767830
21473 13 1 -1230281788
21474 14 1 4035015522
21475 15 1 -1631961524
21480 0 1 -5472550912
21481 1 1 1526930477
21482 2 1 -808808560
21483 3 1 841710636
21484 4 1 -118271104
21485 5 1 556943655
21486 6 1 -1211705053
21487 7 1 -3200054876
21488 8 1 -1597964975
21489 9 1 -1897081934
21490 10 1 1105342679
21491 11 1 -1495368390
21492 12 1 -1107071416
21493 13 1 -177833159
21494 14 1 2439858820
21495 15 1 -452611236
21500 0 1 -3961061376
21501 1 1 291928821
21502 2 1 -1094302690
21503 3 1 2692078535
21504 4 1 -81516390
21505 5 1 -860843430
21506 6 1 3655193829
21507 7 1 -1307073717
21508 8 1 1510889329
21509 9 1 -2113709901
21510 10 1 953983503
21511 11 1 -412813163
21512 12 1 -3349178177
21513 13 1 -1349199863
21514 14 1 -4219213649
21515 15 1 1735667941
21520 0 1 1601601536
21521 1 1 -1071965325
21522 2 1 -293356270
21523 3 1 746977690
21524 4 1 3278374452
21525 5 1 4080160048
21526 6 1 -630868066
21527 7 1 -2653597592
21528 8 1 3154033870
21529 9 1 -683548524
21530 10 1 2148501980
21531 11 1 -49618914
21532 12 1 -3804455336
21533 13 1 -519637695
21534 14 1 -3068899256
21535 15 1 -1018163439
21540 0 1 5310218240
21541 1 1 788141814
21542 2 1 -1961365316
21543 3 1 -201755016
21544 4 1 1214079497
21545 5 1 2311430864
21546 6 1 -3632773357
21547 7 1 1409535853
21548 8 1 2480073441
21549 9 1 1600381039
21550 10 1 1169894371
21551 11 1 -365143608
21552 12 1 1547937849
21553 13 1 1707691738
21554 14 1 -3243099438
21555 15 1 3107034227
21560 0 1 3789553664
21561 1 1 -115166462
21562 2 1 547411993
21563 3 1 -4029539723
21564 4 1 -2248405108
21565 5 1 1693325074
21566 6 1 36760994
21567 7 1 3663841382
21568 8 1 3062924542
21569 9 1 1652590323
21570 10 1 -1176625185
21571 11 1 776753798
21572 12 1 3253386813
21573 13 1 469277992
21574 14 1 1201767999
21575 15 1 1103621531
21580 0 1 2684747776
21581 1 1 966504577
21582 2 1 938748770
21583 3 1 477106874
21584 4 1 -3048921636
21585 5 1 2366519701
21586 6 1 520175903
21587 7 1 -689188875
21588 8 1 -1986743760
21589 9 1 2919602730
21590 10 1 14149877
21591 11 1 1833589675
21592 12 1 -1831677825
21593 13 1 1626898618
21594 14 1 -2088217095
21595 15 1 549103240
21600 0 1 -3683844096
21601 1 1 -1590600449
21602 2 1 -94698720
21603 3 1 -73830743
21604 4 1 -1013627193
21605 5 1 -867504227
21606 6 1 1630583265
21607 7 1 1031180352
21608 8 1 -528328450
21609 9 1 -4868306339
21610 10 1 528383585
21611 11 1 37748135
21612 12 1 -481900370
21613 13 1 4233333760
21614 14 1 2728810143
21615 15 1 -1276707241
21620 0 1 1083047936
21621 1 1 -601933144
21622 2 1 -1479257380
21623 3 1 1175826209
21624 4 1 -72761888
21625 5 1 819248392
21626 6 1 -417391422
21627 7 1 -1369872597
21628 8 1 -1323592004
21629 9 1 -434125880
21630 10 1 134177838
21631 11 1 -669847542
21632 12 1 -3148933719
21633 13 1 -35628970
21634 14 1 915368621
21635 15 1 608618235
21640 0 1 -1241513984
21641 1 1 916312135
21642 2 1 -1235562022
21643 3 1 -2643415969
21644 4 1 -91465206
21645 5 1 361818415
21646 6 1 -1886460188
21647 7 1 1087561315
21648 8 1 -106719598
21649 9 1 594722673
21650 10 1 -1402513130
21651 11 1 -1830742160
21652 12 1 2348693325
21653 13 1 -1718578332
21654 14 1 2487935917
21655 15 1 834929932
21660 0 1 2759622656
21661 1 1 2318780233
21662 2 1 460594293
21663 3 1 -148978893
21664 4 1 1319037120
21665 5 1 76752044
21666 6 1 -2498493666
21667 7 1 -2702231334
21668 8 1 -210443127
21669 9 1 3188318270
21670 10 1 834552260
21671 11 1 -2202758241
21672 12 1 -159052988
21673 13 1 -3496166804
21674 14 1 -563447436
21675 15 1 -2759398957
21680 0 1 -463241216
21681 1 1 -420541975
21682 2 1 4095611682
21683 3 1 687694435
21684 4 1 1496922029
21685 5 1 -2182324346
21686 6 1 1976330332
21687 7 1 -2946040764
21688 8 1 388768859
21689 9 1 -1323078591
21690 10 1 -1692084433
21691 11 1 -1480354473
21692 12 1 -1910419882
21693 13 1 -155291951
21694 14 1 -4815974462
21695 15 1 894426621
21700 0 1 2205220864
21701 1 1 -4620705865
21702 2 1 1798037887
21703 3 1 -318510512
21704 4 1 1865866550
21705 5 1 1045929793
21706 6 1 -343212493
21707 7 1 -761450289
21708 8 1 -2205497577
21709 9 1 831041343
21710 10 1 346874814
21711 11 1 -1789949035
21712 12 1 -1283653309
21713 13 1 62723980
21714 14 1 -94646180
21715 15 1 -605353710
21720 0 1 1910669312
21721 1 1 2100882225
21722 2 1 -5500363632
21723 3 1 1429766805
21724 4 1 -1564217620
21725 5 1 -1109839594
21726 6 1 -1915518399
21727 7 1 -2768464577
21728 8 1 -2020521788
21729 9 1 -2355780906
21730 10 1 -1381535933
21731 11 1 385707998
21732 12 1 1092084520
21733 13 1 -695268822
21734 14 1 928324595
21735 15 1 1134541708
21740 0 1 2025062400
21741 1 1 1749102835
21742 2 1 1494330136
21743 3 1 1154105391
21744 4 1 -1117336551
21745 5 1 291998874
21746 6 1 402218248
21747 7 1 -1783400871
21748 8 1 -2269486495
21749 9 1 1281349861
21750 10 1 -812719640
21751 11 1 -1765408138
21752 12 1 2077752638
21753 13 1 -1659307999
21754 14 1 1972117889
21755 15 1 289272433
21760 0 1 551124992
21761 1 1 -1047603159
21762 2 1 -2377568949
21763 3 1 1061002533
21764 4 1 712553243
21765 5 1 514946124
21766 6 1 -2242406625
21767 7 1 -2542155077
21768 8 1 -3511218135
21769 9 1 -942668288
21770 10 1 1333034430
21771 11 1 -919138178
21772 12 1 1389622825
21773 13 1 -1808685227
21774 14 1 3468189641
21775 15 1 642764076
21780 0 1 -239304704
21781 1 1 1320728826
21782 2 1 -1483700158
21783 3 1 925711426
21784 4 1 -1157834510
21785 5 1 -2531058027
21786 6 1 -605812333
21787 7 1 -3297075778
21788 8 1 -1996522576
21789 9 1 239753664
21790 10 1 -183489336
21791 11 1 384815603
21792 12 1 549669000
21793 13 1 -2968462925
21794 14 1 2040666758
21795 15 1 1732018292
21802 0 1 -1421508608
21803 1 1 -1883642042
21804 2 1 461163520
21805 3 1 -53113804
21806 4 1 221060620
21807 5 1 951233930
21808 6 1 3515885357
21809 7 1 951438
21810 8 1 1737073809
21811 9 1 1471475391
21812 10 1 2011111906
21813 11 1 -1220744614
21814 12 1 -1570948934
21815 13 1 -1694064736
21816 14 1 1514677357
21817 15 1 -1976864151
21822 0 1 -4505632768
21823 1 1 -1207929575
21824 2 1 434593256
21825 3 1 674321551
21826 4 1 1825618600
21827 5 1 -3426366476
21828 6 1 676855755
21829 7 1 -2972422512
21830 8 1 1473166193
21831 9 1 -1131808498
21832 10 1 648751972
21833 11 1 1551839483
21834 12 1 -5098274225
21835 13 1 255827299
21836 14 1 -5398642298
21837 15 1 -2932028734
21842 0 1 -3814948864
21843 1 1 -2951166415
21844 2 1 3037575425
21845 3 1 2150862875
21846 4 1 846019169
21847 5 1 -3481308970
21848 6 1 -2196753113
21849 7 1 922423133
21850 8 1 2623843051
21851 9 1 1266631776
21852 10 1 -1588547551
21853 11 1 -1321752740
21854 12 1 -1178832316
21855 13 1 2780780205
21856 14 1 -4746165616
21857 15 1 4702239112
21862 0 1 -3925770240
21863 1 1 -4555244982
21864 2 1 4448764336
21865 3 1 -1212325043
21866 4 1 -2313247629
21867 5 1 -4507739854
21868 6 1 -1395182970
21869 7 1 908767584
21870 8 1 1196884802
21871 9 1 -869991040
21872 10 1 -3181386492
21873 11 1 1054101860
21874 12 1 1336504374
21875 13 1 3475946660
21876 14 1 3016397957
21877 15 1 487861762
21882 0 1 -4878860288
21883 1 1 587497968
21884 2 1 -470487514
21885 3 1 2142329023
21886 4 1 -760030877
21887 5 1 -2909569660
21888 6 1 397972298
21889 7 1 -3878169514
21890 8 1 463800917
21891 9 1 -1715028550
21892 10 1 -1129344363
21893 11 1 375231686
21894 12 1 -1243781803
21895 13 1 627009472
21896 14 1 567465661
21897 15 1 1193949660
21902 0 1 -4689264640
21903 1 1 510595608
21904 2 1 -1702547428
21905 3 1 2490642268
21906 4 1 992504018
21907 5 1 546828850
21908 6 1 1984404502
21909 7 1 -677279804
21910 8 1 1675258752
21911 9 1 -3698508717
21912 10 1 3233269181
21913 11 1 -3068423568
21914 12 1 -2399915854
21915 13 1 -363693602
21916 14 1 -4140642191
21917 15 1 1012920780
21922 0 1 248578048
21923 1 1 -2736116156
21924 2 1 995720655
21925 3 1 -863451203
21926 4 1 2274136372
21927 5 1 -908721169
21928 6 1 -594406224
21929 7 1 1367510881
21930 8 1 2587315766
21931 9 1 -1853856924
21932 10 1 -315915301
21933 11 1 -1856884386
21934 12 1 1062304224
21935 13 1 1624742979
21936 14 1 -1577339281
21937 15 1 452557739
21942 0 1 1145602048
21943 1 1 -1499439286
21944 2 1 1689229991
21945 3 1 234622110
21946 4 1 -858732805
21947 5 1 1473549269
21948 6 1 -1429720628
21949 7 1 -863495510
21950 8 1 -1385777559
21951 9 1 3651733502
21952 10 1 -1229322832
21953 11 1 815800996
21954 12 1 445113799
21955 13 1 639299051
21956 14 1 -235344203
21957 15 1 1316453175
21962 0 1 -1228242944
21963 1 1 -334801772
21964 2 1 -1347170424
21965 3 1 173896711
21966 4 1 -2882488241
21967 5 1 697991041
21968 6 1 -56505148
21969 7 1 693322969
