cycle,pos,y,x,och,code,out_ch_done,python,diff
503,121,9,4,0,1411,0,1411,0
503,121,9,4,1,0,0,0,0
503,121,9,4,2,6139,0,6139,0
505,122,9,5,0,2447,0,2447,0
505,122,9,5,1,0,0,0,0
505,122,9,5,2,4098,0,4098,0
507,123,9,6,0,2880,0,2880,0
507,123,9,6,1,0,0,0,0
507,123,9,6,2,6403,0,6403,0
509,124,9,7,0,2981,0,2981,0
509,124,9,7,1,0,0,0,0
509,124,9,7,2,6973,0,6973,0
511,125,9,8,0,2684,0,2684,0
511,125,9,8,1,2905,0,2905,0
511,125,9,8,2,7496,0,7496,0
513,126,9,9,0,3098,0,3098,0
513,126,9,9,1,3611,0,3611,0
513,126,9,9,2,6364,0,6364,0
515,127,9,10,0,1081,0,1081,0
515,127,9,10,1,2050,0,2050,0
515,127,9,10,2,1555,0,1555,0
517,128,9,11,0,0,0,0,0
517,128,9,11,1,1702,0,1702,0
517,128,9,11,2,0,0,0,0
519,129,9,12,0,0,0,0,0
519,129,9,12,1,1681,0,1681,0
519,129,9,12,2,0,0,0,0
547,130,10,0,0,0,0,0,0
547,130,10,0,1,1681,0,1681,0
547,130,10,0,2,0,0,0,0
549,131,10,1,0,0,0,0,0
549,131,10,1,1,1720,0,1720,0
549,131,10,1,2,1,0,1,0
551,132,10,2,0,2493,0,2493,0
551,132,10,2,1,3056,0,3056,0
551,132,10,2,2,1915,0,1915,0
553,133,10,3,0,7137,0,7137,0
553,133,10,3,1,4240,0,4240,0
553,133,10,3,2,4982,0,4982,0
555,134,10,4,0,6199,0,6199,0
555,134,10,4,1,0,0,0,0
555,134,10,4,2,6020,0,6020,0
557,135,10,5,0,2849,0,2849,0
557,135,10,5,1,0,0,0,0
557,135,10,5,2,6415,0,6415,0
559,136,10,6,0,3032,0,3032,0
559,136,10,6,1,0,0,0,0
559,136,10,6,2,7171,0,7171,0
561,137,10,7,0,2640,0,2640,0
561,137,10,7,1,3175,0,3175,0
561,137,10,7,2,7272,0,7272,0
563,138,10,8,0,2351,0,2351,0
563,138,10,8,1,3374,0,3374,0
563,138,10,8,2,6352,0,6352,0
565,139,10,9,0,1392,0,1392,0
565,139,10,9,1,2334,0,2334,0
565,139,10,9,2,1114,0,1114,0
567,140,10,10,0,0,0,0,0
567,140,10,10,1,1716,0,1716,0
567,140,10,10,2,0,0,0,0
569,141,10,11,0,0,0,0,0
