cycle,fsm,ch_count,mac_start,phase_clear,mac_done,is_ch35,in_valid,in_ready,ch_done,pixel_valid,px_frame,px_pass,px_y,px_x,pixel_in0,pixel_in1,pixel_in2,lb_wr_row,lb_wr_col,win_valid,win_frame,win_pass,win_oy,win_ox,wac,cal_valid,out_ch_sel,rom_grp,mac_s1,mac_s2,mac_valid,mac_frame,mac_pass,mac_pos,mac_och,ch_result0,ch_result1,ch_result2,ob_state,ob_pixel_cnt,ob_och_cnt,sum_valid,sum_frame,sum_pos,sum_och,sum_data,sum_ch_done,fifo_count,out_valid,out_ready,out_frame,out_pos,out_och,out_data,out_ch_done,monitor_err
2202,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,11,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,107,10,-2015966,-81349408,19418372,ACCUM_G0,107,10,0,,,,0,0,0,0,1,,,,,,0
2203,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,11,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,107,11,-11006067,35451055,-45873275,ACCUM_G0,107,11,0,,,,0,0,0,0,1,,,,,,0
2204,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,11,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,107,12,11445426,-7279145,-4953077,ACCUM_G0,107,12,0,,,,0,0,0,0,1,,,,,,0
2205,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,1681,0,11,11,0,,,,,IDLE,0,0,0,1,1,1,0,0,107,13,-29269172,-2483035,-34645392,ACCUM_G0,107,13,0,,,,0,0,0,0,1,,,,,,0
2206,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,11,11,0,1681,0,11,11,0,,,,,IDLE,0,0,0,0,1,1,0,0,107,14,-9929818,-4991977,-15066269,ACCUM_G0,107,14,0,,,,0,0,0,0,1,,,,,,0
2207,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,1,0,0,9,9,IDLE,0,0,0,0,0,1,0,0,107,15,1929958,-49885208,123513632,ACCUM_G0,107,15,0,,,,0,0,0,0,1,,,,,,0
2208,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,108,0,0,,,,0,0,0,0,1,,,,,,0
2209,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,108,0,0,,,,0,0,0,0,1,,,,,,0
2210,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,108,0,0,,,,0,0,0,0,1,,,,,,0
2211,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,108,0,0,,,,0,0,0,0,1,,,,,,0
2212,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,108,0,5381366,-4233301,-13708036,ACCUM_G0,108,0,0,,,,0,0,0,0,1,,,,,,0
2213,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,108,1,-99649,-10855697,-13361091,ACCUM_G0,108,1,0,,,,0,0,0,0,1,,,,,,0
2214,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,108,2,5631741,-49403587,26988266,ACCUM_G0,108,2,0,,,,0,0,0,0,1,,,,,,0
2215,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,108,3,11418192,2036325,-22808461,ACCUM_G0,108,3,0,,,,0,0,0,0,1,,,,,,0
2216,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,108,4,-20757287,9402669,-44841542,ACCUM_G0,108,4,0,,,,0,0,0,0,1,,,,,,0
2217,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,108,5,34026524,-120642770,60973396,ACCUM_G0,108,5,0,,,,0,0,0,0,1,,,,,,0
2218,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,108,6,4103812,51867460,-40178898,ACCUM_G0,108,6,0,,,,0,0,0,0,1,,,,,,0
2219,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,108,7,-9004537,-134514,48088370,ACCUM_G0,108,7,0,,,,0,0,0,0,1,,,,,,0
2220,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,108,8,11732771,-36600487,12868251,ACCUM_G0,108,8,0,,,,0,0,0,0,1,,,,,,0
2221,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,108,9,24436843,-53319513,14277859,ACCUM_G0,108,9,0,,,,0,0,0,0,1,,,,,,0
2222,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,108,10,-174880,-64281150,16352879,ACCUM_G0,108,10,0,,,,0,0,0,0,1,,,,,,0
2223,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,108,11,-10748406,31091710,-15415148,ACCUM_G0,108,11,0,,,,0,0,0,0,1,,,,,,0
2224,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,108,12,16593797,2684869,5428384,ACCUM_G0,108,12,0,,,,0,0,0,0,1,,,,,,0
2225,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,1681,0,11,12,0,,,,,IDLE,0,0,0,1,1,1,0,0,108,13,-33719762,-9525024,-16759849,ACCUM_G0,108,13,0,,,,0,0,0,0,1,,,,,,0
2226,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,11,12,0,1681,0,11,12,0,,,,,IDLE,0,0,0,0,1,1,0,0,108,14,-5648829,-5782745,-15665763,ACCUM_G0,108,14,0,,,,0,0,0,0,1,,,,,,0
2227,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,1,0,0,9,10,IDLE,0,0,0,0,0,1,0,0,108,15,-3193305,-34913576,38931926,ACCUM_G0,108,15,0,,,,0,0,0,0,1,,,,,,0
2228,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,109,0,0,,,,0,0,0,0,1,,,,,,0
2229,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,109,0,0,,,,0,0,0,0,1,,,,,,0
2230,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,109,0,0,,,,0,0,0,0,1,,,,,,0
2231,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,109,0,0,,,,0,0,0,0,1,,,,,,0
2232,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,109,0,749133,-8105141,-1105605,ACCUM_G0,109,0,0,,,,0,0,0,0,1,,,,,,0
2233,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,109,1,727513,-7426134,-2402475,ACCUM_G0,109,1,0,,,,0,0,0,0,1,,,,,,0
2234,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,109,2,-77832,-39726386,4209385,ACCUM_G0,109,2,0,,,,0,0,0,0,1,,,,,,0
2235,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,109,3,7234052,451897,-4069435,ACCUM_G0,109,3,0,,,,0,0,0,0,1,,,,,,0
2236,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,109,4,-2891675,3153504,-7280510,ACCUM_G0,109,4,0,,,,0,0,0,0,1,,,,,,0
2237,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,109,5,7552947,-101033702,11957950,ACCUM_G0,109,5,0,,,,0,0,0,0,1,,,,,,0
2238,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,109,6,4000781,41232727,-6442365,ACCUM_G0,109,6,0,,,,0,0,0,0,1,,,,,,0
2239,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,109,7,-1322063,16580,10745050,ACCUM_G0,109,7,0,,,,0,0,0,0,1,,,,,,0
2240,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,109,8,3746746,-29664256,2542425,ACCUM_G0,109,8,0,,,,0,0,0,0,1,,,,,,0
2241,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,109,9,6089273,-41898001,1684065,ACCUM_G0,109,9,0,,,,0,0,0,0,1,,,,,,0
2242,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,109,10,126477,-53004726,3088230,ACCUM_G0,109,10,0,,,,0,0,0,0,1,,,,,,0
2243,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,109,11,-1295038,23537413,-1612535,ACCUM_G0,109,11,0,,,,0,0,0,0,1,,,,,,0
2244,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,109,12,4382374,6598615,1415050,ACCUM_G0,109,12,0,,,,0,0,0,0,1,,,,,,0
2245,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,1681,0,12,0,0,,,,,IDLE,0,0,0,1,1,1,0,0,109,13,-10375438,2309595,-2582855,ACCUM_G0,109,13,0,,,,0,0,0,0,1,,,,,,0
2246,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,0,0,1681,0,12,0,0,,,,,IDLE,0,0,0,0,1,1,0,0,109,14,-1195586,-4401144,-4326010,ACCUM_G0,109,14,0,,,,0,0,0,0,1,,,,,,0
2247,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,1,0,1681,0,12,1,0,,,,,IDLE,0,0,0,0,0,1,0,0,109,15,-271331,-27364939,4976000,ACCUM_G0,109,15,0,,,,0,0,0,0,1,,,,,,0
2248,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,2,0,1691,0,12,2,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2249,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,1,0,0,10,0,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2250,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2251,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2252,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2253,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2254,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,110,0,10871973,-24566109,7838574,ACCUM_G0,110,0,0,,,,0,0,0,0,1,,,,,,0
2255,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,110,1,-1261458,-8373523,415991,ACCUM_G0,110,1,0,,,,0,0,0,0,1,,,,,,0
2256,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,110,2,27121347,-39500828,3246715,ACCUM_G0,110,2,0,,,,0,0,0,0,1,,,,,,0
2257,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,110,3,-8807769,-4736071,11598194,ACCUM_G0,110,3,0,,,,0,0,0,0,1,,,,,,0
2258,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,110,4,-29916,10176622,-13856061,ACCUM_G0,110,4,0,,,,0,0,0,0,1,,,,,,0
2259,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,110,5,-20193300,-113390023,3716107,ACCUM_G0,110,5,0,,,,0,0,0,0,1,,,,,,0
2260,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,110,6,-508572,47599991,9085261,ACCUM_G0,110,6,0,,,,0,0,0,0,1,,,,,,0
2261,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,110,7,-5848578,-1239948,73208,ACCUM_G0,110,7,0,,,,0,0,0,0,1,,,,,,0
2262,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,110,8,-15690942,-37415223,-12547202,ACCUM_G0,110,8,0,,,,0,0,0,0,1,,,,,,0
2263,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,110,9,6501744,-48884421,11021239,ACCUM_G0,110,9,0,,,,0,0,0,0,1,,,,,,0
2264,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,110,10,12599622,-68719503,988694,ACCUM_G0,110,10,0,,,,0,0,0,0,1,,,,,,0
2265,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,110,11,12213207,27418542,-14000540,ACCUM_G0,110,11,0,,,,0,0,0,0,1,,,,,,0
2266,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,110,12,1458405,1501311,9518021,ACCUM_G0,110,12,0,,,,0,0,0,0,1,,,,,,0
2267,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,0,2190,488,12,3,0,,,,,IDLE,0,0,0,1,1,1,0,0,110,13,-12826485,13028850,-2445348,ACCUM_G0,110,13,0,,,,0,0,0,0,1,,,,,,0
2268,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,3,0,2190,488,12,3,0,,,,,IDLE,0,0,0,0,1,1,0,0,110,14,3684654,-4014689,-5246321,ACCUM_G0,110,14,0,,,,0,0,0,0,1,,,,,,0
2269,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,1,0,0,10,1,IDLE,0,0,0,0,0,1,0,0,110,15,5945805,-29881104,8486052,ACCUM_G0,110,15,0,,,,0,0,0,0,1,,,,,,0
2270,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,111,0,0,,,,0,0,0,0,1,,,,,,0
2271,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,111,0,0,,,,0,0,0,0,1,,,,,,0
2272,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,111,0,0,,,,0,0,0,0,1,,,,,,0
2273,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,111,0,0,,,,0,0,0,0,1,,,,,,0
2274,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,111,0,68804907,-45951274,22130048,ACCUM_G0,111,0,0,,,,0,0,0,0,1,,,,,,0
2275,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,111,1,-13453422,-4475172,-5761667,ACCUM_G0,111,1,0,,,,0,0,0,0,1,,,,,,0
2276,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,111,2,95243967,-44551467,13382133,ACCUM_G0,111,2,0,,,,0,0,0,0,1,,,,,,0
2277,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,111,3,-20470376,-10795906,26227066,ACCUM_G0,111,3,0,,,,0,0,0,0,1,,,,,,0
2278,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,111,4,17866399,33263078,-41610477,ACCUM_G0,111,4,0,,,,0,0,0,0,1,,,,,,0
2279,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,111,5,-41114585,-157833234,19463821,ACCUM_G0,111,5,0,,,,0,0,0,0,1,,,,,,0
2280,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,111,6,15957194,76652750,13019649,ACCUM_G0,111,6,0,,,,0,0,0,0,1,,,,,,0
2281,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,111,7,-32249575,-2087561,-2071083,ACCUM_G0,111,7,0,,,,0,0,0,0,1,,,,,,0
2282,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,111,8,-25805384,-56080977,-35585483,ACCUM_G0,111,8,0,,,,0,0,0,0,1,,,,,,0
2283,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,111,9,43808388,-82559075,41312118,ACCUM_G0,111,9,0,,,,0,0,0,0,1,,,,,,0
2284,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,111,10,-3180233,-107259267,6791836,ACCUM_G0,111,10,0,,,,0,0,0,0,1,,,,,,0
2285,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,111,11,44520323,44210198,-52148699,ACCUM_G0,111,11,0,,,,0,0,0,0,1,,,,,,0
2286,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,111,12,16433605,-4385130,40357132,ACCUM_G0,111,12,0,,,,0,0,0,0,1,,,,,,0
2287,WAIT_MAC_02,0,0,0,1,0,1,0,0,0,,,,,1312,4284,2335,12,4,0,,,,,IDLE,0,0,0,1,1,1,0,0,111,13,-23259345,40644655,-5893524,ACCUM_G0,111,13,0,,,,0,0,0,0,1,,,,,,0
2288,CH02_IMG_IN,0,0,0,0,0,1,1,0,1,0,0,12,4,1312,4284,2335,12,4,0,,,,,IDLE,0,0,0,0,1,1,0,0,111,14,-600363,-7294579,-13901213,ACCUM_G0,111,14,0,,,,0,0,0,0,1,,,,,,0
2289,CH02_IMG_IN,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,1,0,0,10,2,IDLE,0,0,0,0,0,1,0,0,111,15,29356793,-46877542,34766405,ACCUM_G0,111,15,0,,,,0,0,0,0,1,,,,,,0
2290,WAIT_MAC_02,0,1,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,IDLE,0,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2291,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,0,0,0,0,0,,,,,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2292,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,1,0,1,0,0,,,,,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2293,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,2,0,1,1,0,,,,,0,0,0,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2294,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,3,0,1,1,1,0,0,112,0,105243270,-6098100,17142863,ACCUM_G0,112,0,0,,,,0,0,0,0,1,,,,,,0
2295,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,4,0,1,1,1,0,0,112,1,-27823708,8762424,-24401892,ACCUM_G0,112,1,0,,,,0,0,0,0,1,,,,,,0
2296,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,5,0,1,1,1,0,0,112,2,112836517,-59929263,35102199,ACCUM_G0,112,2,0,,,,0,0,0,0,1,,,,,,0
2297,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,6,0,1,1,1,0,0,112,3,-25997412,17137457,18282549,ACCUM_G0,112,3,0,,,,0,0,0,0,1,,,,,,0
2298,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,7,0,1,1,1,0,0,112,4,-582394,15881728,-65175560,ACCUM_G0,112,4,0,,,,0,0,0,0,1,,,,,,0
2299,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,8,0,1,1,1,0,0,112,5,47138110,-200291242,43017396,ACCUM_G0,112,5,0,,,,0,0,0,0,1,,,,,,0
2300,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,9,0,1,1,1,0,0,112,6,65059898,111067454,-32997832,ACCUM_G0,112,6,0,,,,0,0,0,0,1,,,,,,0
2301,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,10,0,1,1,1,0,0,112,7,-45472185,1949106,1790590,ACCUM_G0,112,7,0,,,,0,0,0,0,1,,,,,,0
2302,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,11,0,1,1,1,0,0,112,8,44816729,-56830791,-41101359,ACCUM_G0,112,8,0,,,,0,0,0,0,1,,,,,,0
2303,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,12,0,1,1,1,0,0,112,9,78213810,-115443796,83589047,ACCUM_G0,112,9,0,,,,0,0,0,0,1,,,,,,0
2304,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,13,0,1,1,1,0,0,112,10,-44493201,-101917137,9175989,ACCUM_G0,112,10,0,,,,0,0,0,0,1,,,,,,0
2305,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,14,0,1,1,1,0,0,112,11,18555817,54373473,-82594720,ACCUM_G0,112,11,0,,,,0,0,0,0,1,,,,,,0
2306,WAIT_MAC_02,0,0,0,0,0,1,0,0,0,,,,,2460,4554,2825,12,5,0,,,,,WEIGHT_CAL,1,15,0,1,1,1,0,0,112,12,69409681,31400733,67427978,ACCUM_G0,112,12,0,,,,0,0,0,0,1,,,,,,0
