cycle,pos,y,x,och,code,out_ch_done,python,diff
1468,139,5,9,0,0,0,0,0
1468,139,5,9,1,1523,0,1523,0
1468,139,5,9,2,0,0,0,0
1478,140,5,10,0,0,0,0,0
1478,140,5,10,1,0,0,0,0
1478,140,5,10,2,0,0,0,0
1488,141,5,11,0,1136,0,1136,0
1488,141,5,11,1,0,0,0,0
1488,141,5,11,2,0,0,0,0
1498,142,5,12,0,250,0,250,0
1498,142,5,12,1,0,0,0,0
1498,142,5,12,2,777,0,777,0
1508,143,5,13,0,16,0,16,0
1508,143,5,13,1,0,0,0,0
1508,143,5,13,2,3919,0,3919,0
1518,144,5,14,0,1353,0,1353,0
1518,144,5,14,1,0,0,0,0
1518,144,5,14,2,5920,0,5920,0
1528,145,5,15,0,2832,0,2832,0
1528,145,5,15,1,0,0,0,0
1528,145,5,15,2,7108,0,7108,0
1538,146,5,16,0,2678,0,2678,0
1538,146,5,16,1,1250,0,1250,0
1538,146,5,16,2,7047,0,7047,0
1548,147,5,17,0,1622,0,1622,0
1548,147,5,17,1,2257,0,2257,0
1548,147,5,17,2,5207,0,5207,0
1558,148,5,18,0,1416,0,1416,0
1558,148,5,18,1,2003,0,2003,0
1558,148,5,18,2,2686,0,2686,0
1568,149,5,19,0,0,0,0,0
1568,149,5,19,1,1826,0,1826,0
1568,149,5,19,2,680,0,680,0
1578,150,5,20,0,0,0,0,0
1578,150,5,20,1,1652,0,1652,0
1578,150,5,20,2,123,0,123,0
1588,151,5,21,0,0,0,0,0
1588,151,5,21,1,1681,0,1681,0
1588,151,5,21,2,0,0,0,0
1598,152,5,22,0,0,0,0,0
1598,152,5,22,1,1681,0,1681,0
1598,152,5,22,2,0,0,0,0
1608,153,5,23,0,0,0,0,0
1608,153,5,23,1,1681,0,1681,0
1608,153,5,23,2,0,0,0,0
1618,154,5,24,0,0,0,0,0
1618,154,5,24,1,1681,0,1681,0
1618,154,5,24,2,0,0,0,0
1628,155,5,25,0,0,0,0,0
1628,155,5,25,1,1681,0,1681,0
1628,155,5,25,2,0,0,0,0
1640,156,6,0,0,0,0,0,0
1640,156,6,0,1,1681,0,1681,0
1640,156,6,0,2,0,0,0,0
1650,157,6,1,0,0,0,0,0
1650,157,6,1,1,1681,0,1681,0
1650,157,6,1,2,0,0,0,0
1660,158,6,2,0,0,0,0,0
1660,158,6,2,1,1681,0,1681,0
1660,158,6,2,2,0,0,0,0
1670,159,6,3,0,0,0,0,0
1670,159,6,3,1,1681,0,1681,0
1670,159,6,3,2,0,0,0,0
1680,160,6,4,0,0,0,0,0
1680,160,6,4,1,1681,0,1681,0
1680,160,6,4,2,0,0,0,0
1690,161,6,5,0,0,0,0,0
1690,161,6,5,1,1681,0,1681,0
1690,161,6,5,2,0,0,0,0
1700,162,6,6,0,0,0,0,0
1700,162,6,6,1,1681,0,1681,0
1700,162,6,6,2,0,0,0,0
1710,163,6,7,0,0,0,0,0
1710,163,6,7,1,1681,0,1681,0
1710,163,6,7,2,0,0,0,0
1720,164,6,8,0,0,0,0,0
1720,164,6,8,1,1299,0,1299,0
1720,164,6,8,2,0,0,0,0
1730,165,6,9,0,0,0,0,0
1730,165,6,9,1,0,0,0,0
1730,165,6,9,2,0,0,0,0
1740,166,6,10,0,255,0,255,0
1740,166,6,10,1,0,0,0,0
1740,166,6,10,2,0,0,0,0
1750,167,6,11,0,1133,0,1133,0
1750,167,6,11,1,0,0,0,0
1750,167,6,11,2,219,0,219,0
1760,168,6,12,0,0,0,0,0
1760,168,6,12,1,0,0,0,0
1760,168,6,12,2,2607,0,2607,0
1770,169,6,13,0,263,0,263,0
1770,169,6,13,1,0,0,0,0
1770,169,6,13,2,5517,0,5517,0
1780,170,6,14,0,456,0,456,0
1780,170,6,14,1,0,0,0,0
1780,170,6,14,2,7206,0,7206,0
1790,171,6,15,0,1824,0,1824,0
1790,171,6,15,1,1728,0,1728,0
1790,171,6,15,2,7578,0,7578,0
1800,172,6,16,0,3101,0,3101,0
1800,172,6,16,1,4660,0,4660,0
1800,172,6,16,2,5976,0,5976,0
1810,173,6,17,0,3388,0,3388,0
1810,173,6,17,1,3698,0,3698,0
1810,173,6,17,2,3737,0,3737,0
1820,174,6,18,0,1862,0,1862,0
1820,174,6,18,1,2720,0,2720,0
1820,174,6,18,2,1295,0,1295,0
1830,175,6,19,0,0,0,0,0
1830,175,6,19,1,1987,0,1987,0
1830,175,6,19,2,236,0,236,0
1840,176,6,20,0,0,0,0,0
1840,176,6,20,1,1735,0,1735,0
1840,176,6,20,2,0,0,0,0
1850,177,6,21,0,0,0,0,0
1850,177,6,21,1,1681,0,1681,0
1850,177,6,21,2,0,0,0,0
1860,178,6,22,0,0,0,0,0
1860,178,6,22,1,1681,0,1681,0
1860,178,6,22,2,0,0,0,0
1870,179,6,23,0,0,0,0,0
1870,179,6,23,1,1681,0,1681,0
1870,179,6,23,2,0,0,0,0
1880,180,6,24,0,0,0,0,0
1880,180,6,24,1,1681,0,1681,0
1880,180,6,24,2,0,0,0,0
1890,181,6,25,0,0,0,0,0
1890,181,6,25,1,1681,0,1681,0
1890,181,6,25,2,0,0,0,0
1902,182,7,0,0,0,0,0,0
1902,182,7,0,1,1681,0,1681,0
1902,182,7,0,2,0,0,0,0
1912,183,7,1,0,0,0,0,0
1912,183,7,1,1,1681,0,1681,0
1912,183,7,1,2,0,0,0,0
1922,184,7,2,0,0,0,0,0
1922,184,7,2,1,1681,0,1681,0
1922,184,7,2,2,0,0,0,0
1932,185,7,3,0,0,0,0,0
1932,185,7,3,1,1681,0,1681,0
1932,185,7,3,2,0,0,0,0
1942,186,7,4,0,0,0,0,0
1942,186,7,4,1,1681,0,1681,0
1942,186,7,4,2,0,0,0,0
1952,187,7,5,0,0,0,0,0
1952,187,7,5,1,1681,0,1681,0
1952,187,7,5,2,0,0,0,0
1962,188,7,6,0,0,0,0,0
1962,188,7,6,1,1681,0,1681,0
1962,188,7,6,2,0,0,0,0
1972,189,7,7,0,0,0,0,0
1972,189,7,7,1,1664,0,1664,0
1972,189,7,7,2,0,0,0,0
1982,190,7,8,0,0,0,0,0
1982,190,7,8,1,847,0,847,0
1982,190,7,8,2,0,0,0,0
1992,191,7,9,0,208,0,208,0
1992,191,7,9,1,0,0,0,0
1992,191,7,9,2,0,0,0,0
2002,192,7,10,0,1745,0,1745,0
2002,192,7,10,1,0,0,0,0
2002,192,7,10,2,0,0,0,0
2012,193,7,11,0,556,0,556,0
2012,193,7,11,1,0,0,0,0
2012,193,7,11,2,2355,0,2355,0
2022,194,7,12,0,457,0,457,0
2022,194,7,12,1,0,0,0,0
2022,194,7,12,2,5541,0,5541,0
2032,195,7,13,0,1868,0,1868,0
2032,195,7,13,1,0,0,0,0
2032,195,7,13,2,6834,0,6834,0
2042,196,7,14,0,0,0,0,0
2042,196,7,14,1,0,0,0,0
2042,196,7,14,2,6906,0,6906,0
2052,197,7,15,0,876,0,876,0
2052,197,7,15,1,1489,0,1489,0
2052,197,7,15,2,5714,0,5714,0
2062,198,7,16,0,2077,0,2077,0
2062,198,7,16,1,2890,0,2890,0
2062,198,7,16,2,2672,0,2672,0
2072,199,7,17,0,962,0,962,0
2072,199,7,17,1,2234,0,2234,0
2072,199,7,17,2,845,0,845,0
2082,200,7,18,0,0,0,0,0
2082,200,7,18,1,1828,0,1828,0
2082,200,7,18,2,65,0,65,0
2092,201,7,19,0,0,0,0,0
2092,201,7,19,1,1689,0,1689,0
2092,201,7,19,2,0,0,0,0
2102,202,7,20,0,0,0,0,0
2102,202,7,20,1,1681,0,1681,0
2102,202,7,20,2,0,0,0,0
2112,203,7,21,0,0,0,0,0
2112,203,7,21,1,1681,0,1681,0
2112,203,7,21,2,0,0,0,0
2122,204,7,22,0,0,0,0,0
2122,204,7,22,1,1681,0,1681,0
2122,204,7,22,2,0,0,0,0
2132,205,7,23,0,0,0,0,0
2132,205,7,23,1,1681,0,1681,0
2132,205,7,23,2,0,0,0,0
2142,206,7,24,0,0,0,0,0
2142,206,7,24,1,1681,0,1681,0
2142,206,7,24,2,0,0,0,0
2152,207,7,25,0,0,0,0,0
2152,207,7,25,1,1681,0,1681,0
2152,207,7,25,2,0,0,0,0
2164,208,8,0,0,0,0,0,0
2164,208,8,0,1,1681,0,1681,0
2164,208,8,0,2,0,0,0,0
2174,209,8,1,0,0,0,0,0
2174,209,8,1,1,1681,0,1681,0
2174,209,8,1,2,0,0,0,0
2184,210,8,2,0,0,0,0,0
2184,210,8,2,1,1681,0,1681,0
2184,210,8,2,2,0,0,0,0
2194,211,8,3,0,0,0,0,0
